postcode,eastings,northings,latitude,longitude
AL1,515800,206900,51.74836,-0.32237
AL10,522200,208300,51.75958,-0.2292
AL2,515100,203800,51.72064,-0.33353
AL3,512400,210100,51.77781,-0.37057
AL4,517700,209500,51.77133,-0.29398
AL5,513600,214400,51.81622,-0.35177
AL6,524200,216300,51.83104,-0.19737
AL7,525100,212500,51.79669,-0.18569
AL8,523500,213200,51.80334,-0.20863
AL9,524400,206700,51.74472,-0.19791
B1,406300,286800,52.47872,-1.90723
B10,410100,285800,52.46967,-1.8513
B11,409600,284100,52.4544,-1.85871
B12,408000,284700,52.45982,-1.88225
B13,408300,282100,52.43644,-1.8779
B14,407600,280000,52.41757,-1.88824
B15,405200,285400,52.46615,-1.92345
B16,404500,286500,52.47604,-1.93374
B17,402700,284800,52.46077,-1.96026
B18,405200,288200,52.49132,-1.92341
B19,406500,288800,52.4967,-1.90425
B2,407000,286800,52.47871,-1.89692
B20,405600,290700,52.51379,-1.91747
B21,404100,289900,52.50661,-1.93959
B23,409900,292300,52.52812,-1.85405
B24,411700,291300,52.51909,-1.82755
B25,412200,285300,52.46513,-1.8204
B26,414300,284800,52.46059,-1.78951
B27,412100,283000,52.44446,-1.82196
B28,410800,281000,52.4265,-1.84115
B29,403600,282200,52.43739,-1.94704
B3,406700,287000,52.48051,-1.90134
B30,404900,280500,52.42209,-1.92794
B31,401900,278900,52.40772,-1.97207
B32,400500,283400,52.44819,-1.99264
B33,414500,287000,52.48036,-1.78647
B34,414900,288700,52.49564,-1.78051
B35,414400,291300,52.51903,-1.78776
B36,415000,289600,52.50373,-1.77899
B37,417600,286800,52.47847,-1.74083
B38,404500,278000,52.39962,-1.93385
B4,407200,287200,52.48231,-1.89397
B40,418900,284600,52.45865,-1.72181
B42,406000,292900,52.53357,-1.91154
B43,404800,294500,52.54797,-1.92921
B44,407900,294200,52.54523,-1.88349
B45,399400,276700,52.38795,-2.00882
B46,420800,290100,52.50803,-1.69351
B47,408200,276600,52.38699,-1.8795
B48,403500,273100,52.35557,-1.9486
B49,409100,257700,52.21704,-1.86679
B5,407100,285800,52.46972,-1.89547
B50,410000,252300,52.16847,-1.85377
B6,407800,289600,52.50388,-1.88508
B60,396600,269800,52.3259,-2.04989
B61,395400,271900,52.34477,-2.06753
B62,397800,284300,52.45628,-2.03238
B63,395500,283800,52.45177,-2.06622
B64,395400,286100,52.47244,-2.06773
B65,397100,287300,52.48325,-2.04271
B66,402400,288400,52.49314,-1.96465
B67,401600,287600,52.48595,-1.97644
B68,400000,286800,52.47876,-2
B69,398100,289400,52.50213,-2.02799
B7,408700,288400,52.49307,-1.87185
B70,399800,291400,52.52012,-2.00295
B71,400700,293100,52.5354,-1.98968
B72,412100,294900,52.55145,-1.82153
B73,410700,295000,52.55238,-1.84217
B74,409600,298400,52.58297,-1.8583
B75,413000,297900,52.5784,-1.80813
B76,414500,294200,52.5451,-1.78616
B77,422500,302400,52.61855,-1.66762
B78,422100,301000,52.60598,-1.67362
B79,421600,305900,52.65005,-1.68069
B8,410800,288100,52.49034,-1.84092
B80,407100,264300,52.27641,-1.89593
B9,410300,286700,52.47776,-1.84833
B90,412000,278100,52.4004,-1.82361
B91,414800,279600,52.41382,-1.78238
B92,415400,282100,52.43628,-1.77345
B93,417500,275900,52.38048,-1.74288
B94,414200,272600,52.3509,-1.7915
B95,415000,265300,52.28524,-1.78008
B96,402700,261600,52.25217,-1.96044
B97,403100,266800,52.29893,-1.95454
B98,405900,267300,52.3034,-1.91346
BA1,375000,165900,51.39109,-2.35934
BA10,368800,135000,51.11291,-2.44576
BA11,377300,148700,51.23652,-2.32519
BA12,386900,141400,51.17117,-2.1874
BA13,387500,151500,51.26201,-2.17917
BA14,386000,157800,51.31863,-2.20092
BA15,381600,161400,51.35088,-2.26425
BA16,348000,136500,51.12489,-2.74313
BA2,373800,162400,51.35957,-2.37633
BA20,354900,115600,50.93753,-2.64193
BA21,355500,117100,50.95107,-2.63358
BA22,355300,119000,50.96814,-2.63666
BA3,367000,153000,51.27468,-2.47313
BA4,362900,141500,51.17102,-2.53073
BA5,354400,146200,51.21266,-2.65291
BA6,350700,138200,51.14042,-2.70478
BA7,363700,132300,51.08833,-2.51835
BA8,371200,122300,50.99883,-2.41046
BA9,371300,128800,51.05729,-2.40955
BB1,369500,429000,53.75625,-2.46265
BB10,385600,433700,53.79919,-2.21865
BB11,383400,431900,53.78294,-2.25196
BB12,380900,434200,53.80353,-2.29005
BB18,388800,446500,53.91433,-2.17053
BB2,367000,427400,53.74171,-2.50039
BB3,369300,422500,53.69781,-2.46503
BB4,380900,423100,53.70376,-2.28936
BB5,375500,428800,53.75477,-2.37162
BB6,372600,433000,53.79238,-2.41598
BB7,374600,442000,53.87338,-2.38636
BB8,389300,440200,53.85771,-2.1627
BB9,385900,437900,53.83695,-2.21429
BD1,416300,433300,53.79554,-1.75252
BD10,418100,437300,53.83143,-1.72496
BD11,421400,428400,53.75131,-1.67543
BD12,415800,427800,53.74611,-1.76039
BD13,409300,432200,53.78582,-1.85883
BD14,412100,431800,53.78217,-1.81635
BD15,410800,434800,53.80917,-1.83597
BD16,411000,439200,53.84871,-1.83278
BD17,415300,439000,53.84681,-1.76742
BD18,414700,437300,53.83154,-1.77662
BD19,419000,425700,53.72713,-1.712
BD2,417500,435400,53.81438,-1.73418
BD20,403500,444500,53.89646,-1.94673
BD21,406200,440900,53.86407,-1.90571
BD22,403100,438800,53.84522,-1.95288
BD23,396500,455200,53.99264,-2.05339
BD24,382100,464700,54.07773,-2.27361
BD3,418000,433600,53.79818,-1.72669
BD4,418600,431100,53.77569,-1.71773
BD5,416000,431400,53.77847,-1.75717
BD6,414300,429800,53.76414,-1.78305
BD7,414400,431900,53.78301,-1.78143
BD8,414400,433900,53.80099,-1.78134
BD9,413900,435100,53.81179,-1.78888
BH1,409900,91700,50.72427,-1.85973
BH10,407700,95500,50.75847,-1.89082
BH11,405900,95800,50.76119,-1.91634
BH12,405200,93100,50.73692,-1.9263
BH13,405800,90100,50.70993,-1.91785
BH14,404000,91400,50.72164,-1.94333
BH15,401100,91400,50.72165,-1.98442
BH16,396900,93200,50.73783,-2.04394
BH17,401800,94100,50.74593,-1.97449
BH18,400500,95500,50.75853,-1.99291
BH19,402200,79100,50.61102,-1.9689
BH2,408400,91400,50.72159,-1.88099
BH20,389700,87500,50.68648,-2.14582
BH21,401900,101500,50.81248,-1.97303
BH22,407900,100700,50.80524,-1.88787
BH23,417400,94100,50.74567,-1.75335
BH24,415100,105000,50.84377,-1.78551
BH25,424200,94800,50.75173,-1.65692
BH3,408500,92900,50.73508,-1.87954
BH31,409000,108500,50.87537,-1.87207
BH4,407200,91300,50.72071,-1.89799
BH5,411700,91800,50.72513,-1.83422
BH6,413800,92000,50.72688,-1.80446
BH7,411900,92900,50.73502,-1.83135
BH8,410500,93500,50.74044,-1.85118
BH9,409100,94500,50.74946,-1.871
BL0,379200,416600,53.64526,-2.31468
BL1,370600,410500,53.59002,-2.44421
BL2,373900,410200,53.58749,-2.39432
BL3,371400,407700,53.56489,-2.43186
BL4,373500,405700,53.54702,-2.39999
BL5,365900,406000,53.54928,-2.51473
BL6,364300,410700,53.59142,-2.53941
BL7,372100,414900,53.62965,-2.42194
BL8,378400,412100,53.60478,-2.32647
BL9,381100,410600,53.5914,-2.28557
BN1,531100,106100,50.839,-0.13786
BN10,541100,101500,50.7953,0.00232
BN11,514400,102800,50.81288,-0.37599
BN12,511000,102800,50.81354,-0.42423
BN13,512300,104700,50.83037,-0.40521
BN14,514100,104900,50.83181,-0.37959
BN15,518000,104800,50.83013,-0.32426
BN16,506100,102800,50.81446,-0.49377
BN17,503200,102700,50.81408,-0.53495
BN18,500000,106500,50.84881,-0.57933
BN2,533600,104500,50.82405,-0.10296
BN20,559000,99700,50.77449,0.25536
BN21,560500,99500,50.77228,0.27653
BN22,561000,101300,50.78832,0.2844
BN23,563000,102400,50.79764,0.31325
BN24,564200,104500,50.81618,0.3312
BN25,548700,99600,50.77633,0.10932
BN26,556600,104800,50.82098,0.22352
BN27,559300,110500,50.87146,0.2643
BN3,528500,105500,50.83419,-0.17498
BN41,525700,106100,50.8402,-0.21452
BN42,524500,105700,50.83686,-0.23169
BN43,522100,105500,50.83557,-0.26583
BN44,518000,111500,50.89036,-0.3221
BN45,527700,111600,50.8892,-0.18421
BN5,521700,115600,50.92645,-0.26815
BN6,529800,116100,50.92918,-0.15276
BN7,540700,110600,50.87719,0.00014
BN8,544200,114700,50.91318,0.05148
BN9,544500,101600,50.79536,0.05058
BR1,540600,170000,51.41107,0.02192
BR2,540700,167500,51.38858,0.02237
BR3,537000,169000,51.40297,-0.0302
BR4,538700,166000,51.37559,-0.00695
BR5,546400,167800,51.38983,0.10436
BR6,545700,165100,51.36575,0.0932
BR7,544100,170000,51.41019,0.07222
BR8,551400,168800,51.39751,0.1766
BS1,358800,172900,51.45309,-2.593
BS10,357700,178800,51.50606,-2.60954
BS11,353200,177800,51.49672,-2.67425
BS13,357500,168300,51.41163,-2.61116
BS14,361000,168400,51.41278,-2.56084
BS15,364900,173500,51.4589,-2.50527
BS16,364600,176400,51.48496,-2.50988
BS2,359700,173600,51.45945,-2.58013
BS20,347800,175900,51.47916,-2.75176
BS21,341000,171000,51.43443,-2.84886
BS22,335300,162800,51.36008,-2.92936
BS23,332400,160900,51.34266,-2.97065
BS24,335100,159200,51.32769,-2.93158
BS25,342500,158300,51.32039,-2.82522
BS26,340400,153800,51.27971,-2.85461
BS27,346300,152800,51.27131,-2.76987
BS28,343200,147700,51.22515,-2.81349
BS29,338900,159500,51.33081,-2.87709
BS3,358200,171200,51.43776,-2.60144
BS30,367200,171900,51.44465,-2.47201
BS31,365800,167800,51.4077,-2.49176
BS32,361200,182800,51.54228,-2.55955
BS34,360900,180700,51.52338,-2.56364
BS35,362000,188800,51.59629,-2.54866
BS36,366300,180900,51.52553,-2.48582
BS37,371100,182400,51.53928,-2.41675
BS39,363000,158900,51.32749,-2.53109
BS4,361000,170800,51.43437,-2.56111
BS40,351900,161100,51.34644,-2.69071
BS41,354700,169500,51.42221,-2.65158
BS48,348000,169900,51.42523,-2.748
BS49,343100,164900,51.3798,-2.81767
BS5,361800,173800,51.4614,-2.54992
BS6,358400,174800,51.47015,-2.59898
BS7,359700,176600,51.48643,-2.58047
BS8,356900,173400,51.45745,-2.62041
BS9,356600,176700,51.4871,-2.62513
BS99,360200,173400,51.45769,-2.57291
CA1,341600,554900,54.88535,-2.91046
CA10,357400,524200,54.61104,-2.65966
CA11,349300,530200,54.66422,-2.78611
CA12,326800,523600,54.60214,-3.13326
CA13,311900,530300,54.65997,-3.36589
CA14,300800,527700,54.63454,-3.53704
CA15,304600,536200,54.71165,-3.48096
CA16,368800,520000,54.57413,-2.48269
CA17,377300,509300,54.47841,-2.35037
CA18,309700,496300,54.35408,-3.38958
CA19,310200,499900,54.38651,-3.38297
CA2,339100,554800,54.88415,-2.9494
CA20,305200,502600,54.40987,-3.46081
CA21,301800,506600,54.44516,-3.51451
CA22,300800,510500,54.48001,-3.53123
CA23,303400,514300,54.51465,-3.49236
CA24,300200,514400,54.51493,-3.54181
CA25,301800,515200,54.52243,-3.51737
CA26,304200,517600,54.54445,-3.48108
CA27,296900,511800,54.49091,-3.59186
CA28,298000,517600,54.54324,-3.57689
CA3,339800,557400,54.9076,-2.93904
CA4,346500,550500,54.84636,-2.83326
CA5,334800,551600,54.85485,-3.0157
CA6,342900,567000,54.99423,-2.8926
CA7,320500,546500,54.80696,-3.23702
CA8,356100,560700,54.93895,-2.68531
CA9,373100,545300,54.80176,-2.4185
CB1,549700,255400,52.17611,0.18955
CB10,555400,239300,52.02989,0.26551
CB11,552000,235800,51.99938,0.21443
CB2,545900,253800,52.16276,0.13333
CB21,557100,250712,52.13194,0.29553
CB22,545719,249835,52.12718,0.12898
CB23,535114,259140,52.21349,-0.02215
CB24,538196,270565,52.31538,0.02762
CB25,552595,264917,52.26083,0.23615
CB3,538300,259200,52.21324,0.02448
CB4,544400,262700,52.24312,0.11521
CB5,550900,262400,52.23868,0.21021
CB6,551300,280800,52.40388,0.22434
CB7,558000,276800,52.36606,0.32087
CB8,565700,262000,52.23083,0.42659
CB9,567300,245500,52.08212,0.44187
CH1,339400,367600,53.20173,-2.90732
CH2,342000,369200,53.2164,-2.86869
CH3,345100,363600,53.1664,-2.8213
CH4,337300,363900,53.16823,-2.93803
CH41,331500,389100,53.39402,-3.03022
CH42,332100,386900,53.37433,-3.02073
CH43,329600,387900,53.38299,-3.05853
CH44,331100,391500,53.41554,-3.03676
CH45,330200,392900,53.42801,-3.05061
CH46,326200,390200,53.40319,-3.11018
CH47,322300,389500,53.39634,-3.16866
CH48,322200,386700,53.37116,-3.16947
CH49,326700,387700,53.38079,-3.10208
CH5,330500,368000,53.20424,-3.04064
CH6,323600,373200,53.25003,-3.14518
CH60,327100,381600,53.32602,-3.09466
CH61,326700,384000,53.34754,-3.10122
CH62,334700,382400,53.33421,-2.98072
CH63,332700,383600,53.34474,-3.01101
CH64,330200,377300,53.28779,-3.04717
CH65,339900,376000,53.27729,-2.90142
CH66,337700,376000,53.27704,-2.93442
CH7,324300,364200,53.16924,-3.13256
CH8,317300,376800,53.28144,-3.24053
CM0,596200,199800,51.66221,0.83719
CM1,569600,208000,51.74454,0.45694
CM11,569300,194500,51.62335,0.44605
CM12,567200,194900,51.62757,0.41593
CM13,561900,193400,51.61564,0.33872
CM14,558700,193600,51.61835,0.29263
CM15,559500,196400,51.64328,0.30545
CM16,546600,202300,51.69981,0.12161
CM17,548000,210200,51.77043,0.14522
CM18,545400,208500,51.75584,0.10685
CM19,543200,208900,51.76,0.07515
CM2,571800,205500,51.72141,0.48754
CM20,545200,210600,51.77476,0.10483
CM21,548000,214800,51.81177,0.14718
CM22,553000,220500,51.86164,0.22218
CM23,548700,221500,51.87178,0.16021
CM24,551800,224600,51.8988,0.20657
CM3,578500,205500,51.71932,0.58445
CM4,565400,200000,51.67392,0.39235
CM5,555300,204900,51.72083,0.24857
CM6,562900,222500,51.8768,0.36678
CM7,574600,225200,51.89752,0.53797
CM77,574000,221200,51.86224,0.52554
CM8,581900,215200,51.80536,0.6387
CM9,586500,208200,51.74097,0.70159
CO1,600200,225200,51.88891,0.9096
CO10,586700,243400,52.05706,0.72355
CO11,611600,231500,51.94126,1.0789
CO12,623700,230900,51.93115,1.25427
CO13,623100,220500,51.83802,1.23884
CO14,625100,221900,51.84979,1.26873
CO15,617600,215600,51.7962,1.15605
CO16,615400,218200,51.82039,1.1258
CO2,599300,223000,51.86947,0.89527
CO3,597000,224600,51.88466,0.86281
CO4,601100,227200,51.90654,0.92383
CO5,594500,216700,51.81459,0.82209
CO6,591800,228800,51.92419,0.78968
CO7,606800,224900,51.8838,1.0052
CO8,590100,234200,51.97328,0.76797
CO9,579300,233300,51.96878,0.61043
CR0,534000,165500,51.37223,-0.07463
CR2,533700,163000,51.34983,-0.07988
CR3,533900,156000,51.28687,-0.07964
CR4,528100,168900,51.40415,-0.15813
CR5,529700,158700,51.31211,-0.13886
CR6,535800,158400,51.30799,-0.05149
CR7,532000,168000,51.39517,-0.10242
CR8,531600,161400,51.33594,-0.11061
CR9,534000,165500,51.37223,-0.07463
CT1,615300,157700,51.27719,1.08733
CT10,638800,168200,51.36208,1.43073
CT11,637800,165200,51.33557,1.41438
CT12,634900,165800,51.34216,1.37322
CT13,632300,157300,51.26692,1.33042
CT14,636500,151800,51.21582,1.38689
CT15,629500,146500,51.17109,1.28343
CT16,631000,143100,51.13996,1.30267
CT17,630600,141800,51.12845,1.29613
CT18,620500,139800,51.11447,1.15078
CT19,622000,136900,51.08785,1.1704
CT2,614900,159400,51.29261,1.08262
CT20,621700,135900,51.07899,1.16551
CT21,615600,134900,51.07233,1.07795
CT3,624000,158100,51.27743,1.21213
CT4,614200,151800,51.22462,1.06805
CT5,611400,166000,51.35318,1.03641
CT6,617900,167500,51.3642,1.13054
CT7,629700,168800,51.37122,1.30062
CT8,632500,169900,51.37996,1.3415
CT9,635900,170400,51.38304,1.3906
CV1,433600,279200,52.40939,-1.506
CV10,433900,292100,52.52535,-1.50028
CV11,437100,291400,52.51885,-1.45318
CV12,435800,286400,52.47399,-1.47288
CV13,439700,301800,52.61217,-1.41362
CV2,436400,280700,52.4227,-1.46467
CV21,449400,274700,52.36774,-1.27438
CV22,448600,273300,52.35522,-1.28633
CV23,447100,274000,52.36165,-1.30826
CV3,435300,277400,52.3931,-1.48119
CV31,432500,264600,52.27819,-1.52358
CV32,432000,266600,52.2962,-1.53072
CV33,435200,262300,52.25735,-1.48424
CV34,428700,265100,52.2829,-1.57924
CV35,427700,259100,52.229,-1.5944
CV36,425700,241100,52.06726,-1.62504
CV37,419600,254200,52.1853,-1.71328
CV4,429600,277900,52.39794,-1.56492
CV47,442000,259700,52.23349,-1.38494
CV5,430600,279500,52.41227,-1.55008
CV6,433500,281700,52.43188,-1.50722
CV7,429700,283000,52.44378,-1.563
CV8,431100,272700,52.3511,-1.54336
CV9,429900,298700,52.58493,-1.55864
CW1,370900,356300,53.10281,-2.43469
CW10,370200,365900,53.18907,-2.44604
CW11,375600,360700,53.1426,-2.36482
CW12,385900,363100,53.16455,-2.21093
CW2,370100,353900,53.08119,-2.44642
CW3,372800,344800,52.99952,-2.40534
CW4,376800,367800,53.20648,-2.34739
CW5,365100,351800,53.062,-2.52084
CW6,355500,363000,53.16197,-2.66565
CW7,364800,366100,53.19054,-2.52688
CW8,362400,373100,53.2533,-2.56363
CW9,366600,373700,53.25897,-2.50074
DA1,553500,174300,51.44637,0.20915
DA10,560400,174300,51.44445,0.30837
DA11,563600,173300,51.43455,0.35392
DA12,566000,172600,51.42757,0.38809
DA13,563900,167500,51.38235,0.35555
DA14,546900,171700,51.42475,0.11316
DA15,545900,173400,51.44029,0.09948
DA16,546500,176100,51.4644,0.10923
DA17,549200,178700,51.48706,0.14917
DA18,548800,179200,51.49165,0.14363
DA2,555300,172700,51.4315,0.23433
DA3,560700,167600,51.38417,0.30965
DA4,555300,168200,51.39106,0.23236
DA5,549200,173500,51.44033,0.14698
DA6,548700,175100,51.45484,0.14046
DA7,549100,176300,51.46552,0.14672
DA8,551200,177500,51.47574,0.17745
DA9,558400,174600,51.44771,0.27975
DD1,339800,730300,56.4611,-2.97702
DD10,373900,761800,56.74724,-2.4268
DD11,363300,742500,56.57312,-2.59738
DD2,336700,731300,56.46968,-3.02756
DD3,339100,732700,56.48257,-2.98894
DD4,342400,732600,56.48209,-2.93534
DD5,346900,732100,56.47812,-2.86217
DD6,342900,727600,56.43723,-2.92612
DD7,355800,734800,56.5033,-2.71814
DD8,343500,752000,56.6565,-2.92171
DD9,359200,762000,56.74798,-2.6672
DE1,435300,336000,52.91994,-1.47492
DE11,430100,319700,52.77372,-1.55377
DE12,430200,314300,52.72516,-1.55279
DE13,421000,323400,52.80741,-1.68844
DE14,424300,323100,52.80457,-1.6395
DE15,426400,322500,52.79908,-1.6084
DE21,438200,337500,52.93322,-1.43161
DE22,433900,337500,52.93351,-1.49559
DE23,434000,333900,52.90114,-1.49448
DE24,436900,332700,52.89016,-1.4515
DE3,430900,334700,52.90852,-1.54049
DE4,429200,359000,53.12707,-1.56357
DE45,421600,368700,53.21464,-1.6765
DE5,440100,349900,53.04456,-1.4018
DE55,442100,356200,53.10104,-1.37114
DE56,435300,347300,53.02152,-1.47369
DE6,419000,344100,52.99358,-1.7169
DE65,426300,330000,52.86651,-1.60927
DE7,445600,341900,52.9722,-1.32089
DE72,443100,333100,52.8933,-1.35929
DE73,438000,327900,52.84694,-1.43571
DE74,445200,327600,52.84368,-1.32884
DE75,443400,346400,53.01284,-1.35305
DG1,299100,576600,55.07353,-3.58045
DG10,308800,603800,55.31977,-3.43735
DG11,314800,580700,55.11331,-3.33584
DG12,320000,566800,54.98928,-3.25044
DG13,334500,587000,55.17291,-3.02849
DG14,337100,576700,55.08069,-2.98539
DG16,331700,567500,54.99731,-3.06777
DG2,294200,575700,55.06442,-3.65683
DG3,285600,595100,55.23678,-3.79927
DG4,276300,610800,55.37555,-3.95236
DG5,284000,560100,54.92201,-3.81016
DG6,268000,551100,54.83721,-4.05555
DG7,271200,565500,54.96738,-4.01219
DG8,238600,556000,54.87259,-4.51567
DG9,206200,557900,54.87815,-5.02123
DH1,427900,543000,54.78103,-1.56616
DH2,425900,551700,54.85933,-1.59648
DH3,427800,553100,54.87181,-1.56675
DH4,432700,551200,54.85444,-1.4906
DH5,435100,547800,54.82372,-1.45363
DH6,434500,539900,54.75276,-1.46391
DH7,421600,543900,54.78943,-1.66406
DH8,410000,551200,54.85541,-1.84422
DH9,418800,552600,54.86773,-1.70704
DL1,430000,515100,54.53016,-1.53637
DL10,420100,502100,54.41381,-1.69025
DL11,408100,504800,54.43841,-1.8751
DL12,401000,519700,54.57239,-1.98453
DL13,403000,535700,54.71619,-1.95343
DL14,420000,528600,54.65199,-1.68999
DL15,417500,535000,54.7096,-1.72836
DL16,425500,533800,54.69848,-1.60429
DL17,429600,531900,54.68118,-1.54086
DL2,425800,514900,54.5286,-1.6013
DL3,427800,515300,54.53209,-1.57035
DL4,423000,526200,54.63029,-1.64368
DL5,427400,524800,54.61749,-1.57565
DL6,439700,497400,54.37042,-1.38885
DL7,433500,493700,54.33761,-1.48471
DL8,414000,488600,54.29267,-1.78489
DL9,418900,497800,54.37521,-1.70902
DN1,457700,403200,53.52205,-1.1296
DN10,470200,392800,53.42705,-0.94339
DN11,460900,395400,53.45158,-1.08284
DN12,451700,398800,53.48313,-1.22082
DN14,470200,424000,53.70747,-0.93638
DN15,489300,414000,53.61469,-0.64994
DN16,490100,408800,53.56782,-0.63935
DN17,486000,409200,53.5721,-0.70114
DN18,502600,421600,53.68055,-0.44643
DN19,508400,422100,53.68387,-0.35847
DN2,459500,404400,53.53264,-1.10222
DN20,499000,407800,53.55723,-0.50531
DN21,486300,392200,53.41927,-0.70129
DN22,471500,381300,53.32352,-0.92643
DN3,462400,405900,53.54578,-1.05817
DN31,526700,409900,53.57014,-0.08648
DN32,527900,409100,53.56266,-0.06869
DN33,526100,406500,53.53974,-0.09691
DN34,525100,408400,53.55705,-0.11123
DN35,530100,408300,53.55494,-0.03583
DN36,530200,403400,53.51089,-0.03636
DN37,523600,406500,53.54033,-0.13461
DN38,506500,408400,53.56115,-0.39192
DN39,510200,414700,53.617,-0.33385
DN4,458300,401400,53.50581,-1.12088
DN40,517500,415300,53.6208,-0.22331
DN41,519500,411200,53.58351,-0.19466
DN5,454900,404900,53.53763,-1.17153
DN6,454500,411400,53.5961,-1.17643
DN7,465200,409900,53.58139,-1.01508
DN8,469100,413600,53.61415,-0.95535
DN9,473400,401700,53.50661,-0.89316
DT1,368900,90300,50.71093,-2.44052
DT10,376600,115400,50.93702,-2.33306
DT11,387300,106900,50.86091,-2.18047
DT2,368000,94600,50.74955,-2.45365
DT3,367000,82500,50.64067,-2.46674
DT4,367200,79000,50.60921,-2.4636
DT5,368800,72100,50.54724,-2.44041
DT6,345300,93600,50.73886,-2.77528
DT7,333200,92600,50.7286,-2.94657
DT8,346600,102200,50.81632,-2.7581
DT9,363800,115900,50.94086,-2.51529
DY1,393500,291000,52.51648,-2.0958
DY10,384700,276500,52.38594,-2.22483
DY11,382300,276400,52.38496,-2.26009
DY12,377600,276500,52.38569,-2.32916
DY13,380900,271000,52.33637,-2.28035
DY14,368500,275900,52.37985,-2.46282
DY2,394500,288800,52.49671,-2.08102
DY3,391300,292500,52.52994,-2.12826
DY4,396400,292800,52.53269,-2.05308
DY5,391700,287000,52.48049,-2.12223
DY6,388900,289000,52.49842,-2.16353
DY7,384800,285400,52.46596,-2.22376
DY8,389500,284700,52.45978,-2.15455
DY9,391700,282000,52.43554,-2.1221
E1,534700,181700,51.51766,-0.05841
E10,537800,187400,51.56814,-0.01153
E11,539600,187400,51.56769,0.01443
E12,542400,185500,51.54992,0.05404
E13,540600,182900,51.527,0.02705
E14,537500,180500,51.5062,-0.01855
E15,538900,184200,51.53911,0.00307
E16,540600,181100,51.51083,0.02633
E17,537300,189400,51.58623,-0.01796
E18,540400,190100,51.59176,0.02705
E1W,534800,180600,51.50775,-0.05739
E2,534500,183000,51.52939,-0.0608
E3,537000,182900,51.52789,-0.02482
E4,538200,193400,51.62196,-0.00339
E5,535000,186300,51.55893,-0.05233
E6,542600,182800,51.5256,0.05583
E7,540600,185100,51.54678,0.02793
E8,534300,184400,51.54202,-0.06315
E9,535700,184500,51.54258,-0.04293
EC1,531700,182200,51.52286,-0.10144
EC1A,531600,181900,51.52019,-0.103
EC1M,531700,182000,51.52106,-0.10152
EC1N,531300,181900,51.52026,-0.10732
EC1R,531300,182400,51.52475,-0.10713
EC1V,532000,182500,51.52549,-0.09701
EC1Y,532300,182200,51.52272,-0.0928
EC2,532600,181900,51.51995,-0.08859
EC2A,532800,182200,51.5226,-0.0856
EC2M,532800,181700,51.51811,-0.08578
EC2N,532800,181500,51.51631,-0.08586
